Responses,contexts,faithfulness Score
?????? ???????? ??????? ????????? ???? ??????? ?????? ???? ?????? ????? ????? ??? ?????? ?????? ???????,"?? ????? ??? ????? ????. ???? ?????? ??????? ??? ????? ???? ??? ?????? ??? ??????? ????? ?????? ???? ????? ??? ???? ???? ?????? ???????? ???? ?? ???? ?????? ??? ??????? ???? ????? ???? ?????? ????? ?? ????? ??? ?????? ???? ??? ?????? ????? ?????.
 ?- ??????? ??????? ???? ??? ??????? (?????? ???????) ?? ????? (??????) ???????? ????? ?????? ???? ?????? ????? ???? ????? ??? ?????? ????? ????? ?????? ???????? ???? ???????? ????? ?????? ???? ????? ?? ?????. ????? ?????? ???? ??????? ?????? ??????? ?? ?????? ??????? ??????? ???????? ???? ???? ???? ????? ?? ????? ?????? ??? ???? ?? ???? ????? ??? ?????.
 ??? ????? ????? ????? ??????? ?????? ???? ???? ??? ???????? ??? ?????? ???????. ????? ?????? ??????? ??????? ?????? ??? ?????? ?????? ??????? ????? ????? ??? ?? ??? ???? ?????? ??? ??? ????? ?????? ?????? ??? ?????? ??????? ????? ?????? ????? ???? ??? ???? ??????.
 ???? ????? ?? ????? ??? ????? ?????? ???? ???? ???????? ????:
 1- ????????? ?? ?????? ?????? ??????? ????????? ???????? ?????? ????? ????? ???????? ??? ??????? ???????. ?????? ?????? ????????? ?????? ??? ????? ?????? ??? ??????? ??? ?????? ??????? ??????? ???????? ???????? ??? ???? ?????? ????? ????? ??????.
 2- ????? «????? ??? ?????» ?????? ??? ???????? ??? ??????? ??????? ????????? ???????? ???? ????? ?????? ??? ???? ???? ??? ???? ?????? ????? ???? ??? ??????? ?????? ??? ?? ???? ?????? ??? ????? ??? ??????? ???? ????? ?????? ??????? ??? ??????? ????? ?????? ?? ?????? ?????? ????? ?????? ??????? ????????. ??? ????? ????",100
?????? ????? ????? ???????? ???? ?????-25 (???????????: Mikoyan-Gurevich MiG-25)," ???? ????? ??? ?????? ???? ?? ???? ??? ?????? ??? ???? ???? ???? ??????. ????????? ??? ????? ???? ?????? ?????? ???? ???? ??????? ????? ????? ?????? ?? ????? ??????? ?????? ?????? ????? ??????? ??????? ??? ???? ?????? ?????? ???? ???? ??????.
 3- ????? ??? ????? ?????? ??????? ?????? ???? ??? ??????? ???? ??? ????? ??? ????? ?????? ???? ?? ??? ??????? ?? ????? ??????? ??? ?? ???? ?????? ??? ?????? ????? ???? ???? ?????? ??? ????? ??????? ??? ????? ??? ?????? ??? ?????? ?????? ??? ??? ?????? ????? ??????? ???? ???? ?????? ??? ????? ????? ??????\???? ??????. ???? ?????? ??? ??? ?????? ????? ????? ?????? ??????? ??? ?? ??? ????? ?????? ?????? ?????? ???? ??? ????? ?????? ??????? ??? ??????.
 ?????? ?? ?????? ????? ?????? ??? ??????? ?????? ?????? ????????? ???? ??????? ?????? ?????? ??????? ?????????? ??? ????? ?????? ?????? ????? 21? ?? ?? ?????? ????? ??????? ??? ?????? ? 104 ??????? BAC TSR-2.
 ?????? ????????? ????? ????? ??????? ?? ????? ?????? ???? ???? ????? ??? ????? ???? ????? ??? ????? ??? ????? ???? ??????? ?????? ????? ??????? ?? ??? ?????????. ????? ?????? ????? ??????? ???? ????? ?? ??????? ??? ??? ????? ?????? ??? ?????? ??????? ??? ???? ???? ??????? ??????. ????? ????? ??? ?????? SR-71 ???? ???? ??? ?????? ???? & ???? 58 ???? ???? ??????? ???????? ??????? ????? ????? ???? ?????? ?? ???? ????? ?????? ??????? ??????? ?? ?????? ??? ?????? ????? ???? ?????? ?? ?????? ???? ??????? ????? ??? ??? ??????? ?? ??? ????? ?????? ??? ???? ?????. ?? ?????? ????????? ?? ????? ",100
?????????,"??????? ??? ????? ???? ???? ?????????.
 ???? ???????? ?????? ?????? ?? ???????? ?????? ?? ????? ???? ???? ??? ????? ????? ??? ????? ?????? ??????? ??????? ??? ???? ??????. ?????? ??? ????? ?????????? ????????? ?????? ??????? ????? ?? ???? ?????? ??? ?????? ???????? ???????? ?? ?????? ?? ???? ?????? ?????? ??? ??? ???????? ??? ???????? ???? ???? ??? ?????: ? 105 ?? 4 ??????.
 ????? ?????? ???????? ????????? ??? ??? ???? ??? ?????? ??? ??? ??? ?????? ??????? ????? ?? ?????? ???????? ???????? ??????? ????? ?????? ??????. ???? ??? ??????? ????? ??????? ???? ????? ?????? ?????? ????? ????? ?????? ?????? ??????. ??????? ??? ??????? ????????? ???? ???? ????? ?? ??? ???????? ?? ????? ??????? ???? ???? ?? ???? ????? ?????? ???: ????? ?? 14 ??? ??? ?????????? ??????????.[28]
 ????? ?????? ??????? ??? ????? ??? ????? ???? ????? ?????????? ????? ?????? ???????. ???? ?? ????? ??????? ????? ??? ????? ?????? ?????? ???????? ??????? ?? ??? ???????? ?? ?? ???? ?????? ?????? ??????? ??????? ??????? ?? ???? ??????? ????. ?? ?? ???? ?? ????? ?????? ????? ???? ????? ?????? ??????? ??? ????? ????? ??? ?? ???.
 ???? ?? ??? ?????? ???? ?????? ????? ????? ????? ?????? ???????? ???? ???? ??? ?? ???? ????????. ???? ???? ????? ????? ?????? ????? ??? ?????? ??????? ?? ????? ??????? ?? ???????? ??? ??? ????? ?????? ?????? ?????? ???? ?? ???? ????????. ????? ????? ???? ???? ???? ???? ??? ????? ?????? ??? ?????? ?? ????? ???? ??? ????? ?????? ????? ??????.
 ??? ???????? ????? ????? ????? ????? ???????? ?? ?",100
????? ????? ???????,"?????? ????? ?????? ???? ??? ?? ???? ????? ??? ??????? ??????? (????? ?????? ??? ???? ??? ????? ??????)? ?? ?????? ???? ??????? (???? ??? ????? ??????? ????? ???????? ????? ?????????). ???? ???? ????? ????? ????? ??????? ??? ????? ??????? ??????? ???????? ?????? ????? ??? ??????? ????? ???? ??? ?????. ???? ??????? ??? ??????? ????? ????? ????? ???????. ?????? ??????? ??????? ????? ?????? ????? ??????? ??????? ??? ???????. ?????? ?? ???? ????? ????? ??????? ????? ????? ??? ????? ??????? ??? ????? (10:1)? ???? ???? ???? ???????? ?? ????? ??????? ??? ?? ???? ????? ???? ???? ?? ????? ?????? ??? ?????? ????? ???????.
 ???? ??????? ????? ????? ????? ??? ????? ??????? ??????? ?? ??????. ???? ???? ??? ????? ????? ??? ???? ??????? ???????? ??? ???? ??? ????? ??? ??? ?????? ???????? ??????? ??????. ??? ???????? ??????? ?? ????? ???? ???? ??????? ????? ?????? ??????? ?????????????? ?? ???? ????? ????? ??? ?? ???? ??? ???????.
 ??? ?? ???? ???? ???????? ????? ???? ????? ??????? ?? ???? ???? ??? ?????? ????? ????? ??? ?????? ????????? ???????. ???? ?? ???????? ?? ????? ???? ????? ????? ??? ??????? ??????? ?? ??????? ??? ?????? ???? ?????? ????? ????? ??????? ?? ???? ???????? ??? ????? ?????. ????? ???? ?????? ?????? ?????? «??? ?????»? ???? ?????? ???? ??????? ?????? ????? ?????? ?????? «??? ?????».
 ??? ?? ???????? ????? ?? ??? ???? ??? ??? ?????? ???? ?????? ?? ?????? ?????? ?? ???? ????????. ????? ???????? ?????? ??? ????? ??? ?? ??????? ?????? ??????? ????????? ??????? ??????? ???? ??",100
????? ???? ???? ?? ??? ??? ????,"?? ????? ???? ????? ???????? ????? ??????. ???? ??????? ???? ????????? ???? ????? ??? ????? ???? ????.
 ????? ???????? ?? ???? ?????? ???? ???? ?????? ??????? ?????? ??? ????? ??????? ??????? ????? ???????. ???? ???? ?? ???? ?????? ????? ?????? ?????? ????? ???????? ?????? ??????? ?????? ????????. ????? ???? ???? ?????? ???: ????? ?????? ????? ???????? ???? ??????????? ???? ????? ??????? ?????? ?????? ?? ????? ??????? ?????? ???? ???? ??? ???????? ?? ??? ??? ?? ??????? ???? (???????? ???? ????? ???) ?? ??? ???????? ???????? ?????? ??? ?????? ???? ????? ??? ??????????.
 ?? ????? ??????? ??????? ?? ????? ???? ?????? ??? ????? ????? ??????? ??????? ??? ??? ???? ?????? ???? ??????? ?? ??????? ??????. ??? ???????? ??????? ?????? ???????? ??????? ???????.
 ?????? ?? ?????? ???????? ???????? ????? ??? ???? ???? ???????? ??????? ???? ???? ?????? ??????. ?????? ???? ?????? ????? ????? ???? ??????? ??? ????? ??? ???? ????? ?????? ??. ???? ????????? ?? ????? ???? ??? ??????. ???? ?????? ?? ????? ???? ??????? ???? ?? ????? ????? ?? ??????? ????????? ???? ???? ????? ??????? ?????? ?????? ???????.
??? ???????? ??????? ???????? ?????? ????? «?????? - ??????» ?????? ????? ???? ??? ?? ?????? ??????? ?????? ???? ???? ?? ?????? ????? ??? ??????? ???????? ????????? ?????????? ???????? ???? ?????? ?????? ??????? ??? ???? ??????? ?? ?????? ?????? ????? ????? ?????? ?? ??????? ???? ??????? ?? ??? ?????? ??????? ???? ????? ???? ????? ?? ????? ????????? ?? ???? ???????.
 ??????? ??? ???????? ???? ???",100
????? ????? ???????,"?????? ??? ????? ??????? ??????? ???? ???? ??????? ???? ????? ???? ????? ?????? ???????? ?????? ????? ????? ???? ??????. ???? ??? ?????? ??? ?????? ?? ?????? ?? ??? ??????? ??? ??? ?????? ????? ?????? ?????? ????? ????????? ??? ???? ?????? ???? ???? ?????? - ?????? ?? ???? ?????? ??? ????? 1. ?????? ??????? ?????? ?? ????? ??????? ???????? ?????? ?? ????? ??????? (?????? ?? ??? ??? ?? ?????? ???????) ?? ????? ???? ???????? ???????????? ???? ???? ????? ???????. ??? ???????? ???? ?????? ??? ????? ?? ???????: SR-71? ?????????? ??-111 ???????? ????? ???.
 ?????? ?? ???? ???????? ????? ??????? ??? ??? ???? ???? ????? ????? ???????? «????? ???? ??????». ?????? ??? ????? ????? ??????? ???? ??????? ???????????? ??? ???? ??????? ????? ????? ????? ????? ?????? ?? ??????? ??????. ???? ??? ???? ???????? ??? ??????? ?????? ??? ??????? ?? 14? ?? 15? ??? 16 ?????? ??????? ??????? ???????????? ????? ?????? ??? B-1 ?????. ??????? ??????? ?? ??? ???????? ????? ????? ????? (?????) ????? (????? ??????? ??? ????? ??????? ???? ????? ?????).
 ?????? ?????? ???????? ????? ????? ?? ?????? ??????? - ???????? ????? ??????? ????? ?????? ?????. ????? ????? ?????? ??? ???????? ???? ????? ?? ????? ????? ?????? ??????? ??????? ??? ?????? ????? ??????? ????? ???? ?????? ?? ?????? ????????.
 ????????? ??? ??? ?????? ???????? ??????? ??? ???????? ???????? ??????? ?????? ????? ?? ???? ????? ???? (??? ?? 1.01 ???? ???????)? ???????? ????? ??????? - ??????? ????? ???????? ???????? ?? ?????? ??????? ?????? ??? ???",100
3227," ???????.
 ????? ??? ????? ???? ??? ????? ???? ??????? ????? ??? ?????? ??? ??????? ?? ?? 9? ?? ????? ??? ????? ??? ???? ?????? ????? ????? ??? ???? ??? ?????? ??? ??????? ?????? ???? ??????? ???? (??????? ???? ???? ?????) ???? ??????? ?????? ??? ???? ???????? ?????? ??? ????? ????? 747.
 ????? ???????? ??????? ????? ???? ???? ??? ???? ???? ?????? ????? ??? ??? ?? ???? ??? ???? ??????????? ?? ?????????? ????? ???? ???? ?? ???? ????? ???????? ???? ??? 3500 ????? ?? 3227 ???? ?????? ???? ???? ?? ???? ????? ???? ???????. ???? ?? ???? ??? ??????? ???? ??????? ???? ???? ????? ??????? ??? ?? ???? ???????.
 ???? ???? ??????? ????? ???????? ???? ??? ????? ????? ???????? ??????? ???? ???????? ???? ??? ?? ???? ????? ??????? ??? ????? ???????? ????? ??? ??????? ??????? ?? ???? ?? ????? ?????? ??? ???? ????? ??????.
 ???? ??? ???? ??????? ???? ?? ?????? ???? ??? ???? ??????? ????? ????????? ????? ????? ???? ??? ??? ???? ???? ???????? ???????? ??? ???? ???? ?????? ?????? ??????. ??????? ?????? ?????? ??????? ???? ????? ???? ????? ?? ?????? ??? ???? ?????? ???? ????? ???? ???????.
????? ??????? ??????? ??? ?????? ?????? ???? ??????? ????????? ???? ????? ??? ???? ?????. ??? ??? ????? ??????? ?? ???? ????? ??????? ??? ?? ???? ????? ???????.
 ?????? ???? ?????? ???? ?????? ??????? ???????? ???????? ?? ???? ??? ????? ?????? ??? ?????? ?????? ?????? ??????.
 ??????? ???? ??????? ??? ???? ???????? ?? ?? ?????? ??????? ?????? ????? ??? ??????? ???????? ????? ?????? ?????? ?????? ??? ???????. ????",0
?????? ???????," ?????? ??? ??? ???? ???? ???? ???? ????????? ???? ?????? ??????? ???? ?????? ???????? ??? ???? ??? ??????.
 ?????? ??????? ?????? ????? ????? ???? ???: ???? ?????? ????? ?????? ???? ?????? ??? ???? ???????? ?????? ???? ???????? ???? ???? ?? ????? ?????? ????? ???? ????? ????? ?????? ???? ??? ???? ?????? ?? ????? ???? ???? ?????? ??? ?????? ??????. ?????? ????? ?????? ????????? ?????? ???????? ????? ???? ?? ???? ??????? ??? ???? ?????? ???? ?????? ?????? ?????? ?????.
 ?????? ?? ???? ???? ??? ?????? ????? ????? ??? ?????? (???? X ??????) ???? ????? ?????? ???? ?? ??????? ????? ?? ???????? ??? ??? ???? ?????? ?????? ????? ????? ?? ???? ???????? ???????? ??? ???? ?? ????? ???? ?????? ?????? ???? ???? ?????????. ???? ?????? ?? ?????? ???? ?????? ????? ?? ???? ???? ???????. ????? ?? ???? ???? ??????? ?????? ?????? ???? ?????? ?????? ????? ?????. ????????? ???????? ???? ???? ??? ???? ???? ?????? ??? ????? ?????? ?? ????? ???????? ?? ?????? ??? ???? ????? ???? ??????? ????? ??? ?????? ?????? ????? ?????? ??????.
 ??? ?????? ???? ?????? ????????? ???? ?????? ?? ??????? ?????? ?????? ?? ???????? ???? ????? ???? ?????? ????? ?????? ???????. ?????? ??? ????? ???????? ??? ??? ?????? ?????? ?????? ?????? ???? ???? ???????? ????? ???? ??? ???? ???? ???? ???? ?? ?????? ?? ???? ???? ?????? ??????? ????? ??????? ???????? ?? ?? ?????? ??? ?????? ????? ???? ?????? ?? ??? ???? ??????? ?????? ???? ?????? ??????.
???? ????? ???? ?????? ?????? ???? ?????? ?? ?????? ??? ???? ???? ???? ?????? ?? ???",100
???? ??? ??? ??? ???? ?????? ??? ????? ????? ?? ???? ?????? ?????? ????? ?????? ??????? ???????,"? ???? ?????? ???? ?????? ?? ??? ????? ??????? ??????? ?? ????? ??????. ???? ?????? ?????? ?????? ????? ???? ?????? ?????? ?????? ?????? ????? ?????? ?????? ??? ???? ???? ??????.
????? ?? ?????? ????????? ???????? ??? ???????? ????? ????? ??????? ??????? ????? ???????. ??? ???? ?????? ?????? ??? ??? ?????? ???? ?? ????? ??????? ????? ???????? ??? ???? ??? ??????.
 ????? ???? ??????? ??? ???? ?????? ?????? ?????? ???? ?????? ?? ?????? ???? ???? ????????. ????? ?? ???? ???? ???? ??? ????? ???? ????? ???? ?????? ?????????? (APU)? ??????? ?????? ?????? ?? ???? ????? ?????? ??? ???? ????? ?? ????? ????????? ????? ??? ????? ?? ??? ???????: ??????? ?????????? ??????.
 ?????? ???? ???????? ??????? ??? ??????? 737 ????????? ????????? ???????? ??????? ??? ??????? ??? ??? ?????? ??????? ?? ???? ???????? ??????? ?? ?????? ???? ??? ???????? ?????? ?????? ??? ????? ?? ?????? ???? ???? ???? ?????? ??????? ????????? ?? ???? ????? ???????? ??????? ???? ?????? ???????? ??? ??????? ??????? ?????? ?????? ??? ?? ????? ???? ???????? ??? ???? ???????? ???? ???? ??????? ??? ??? ???? ????? ?????? ????????? ???? ?????? ??.
 ??? ???????? ?????/???-18 ????? ?????? ????? ?????????? ?????? ???????? ?? ???? ?????? ?? ???????? ???? ??????? ??? ?????? ??? ?????????? ??????? ??????? ??????? ??? ???? ????? ???????? ??? ????? ??????? ?????? ??????? ????????? ?????? ?????? ???????? ???? ?????? ?????? ???????.
 ??? ????? ????? ??????? ??????? ???? ???? ????????? ???? ?????? ?????? ????? ???? ?????? ??? ???? ?????",100
??????," ??????. ????? ???? ???????? ????? ?????? ?? ????? ??? ?????? ?? ??????? ??? ???? ?????? ??? ?????? ??? ???? ??????? ????????.
?????? ?????? ????? ??????? 404-400 ??? ???? ??????? ?????? ?????? ????? ???????? ??????? ????? ???????? ????????. ??? ?????? ???????? ??????? ????????? ??? ?????? ?????? ??????.
???? ??????? ??????? ?? ???? ??????? ???? ?? ????? ????? ?????? ?? ???? ?????? ???? ??? ??? ?????????? ???????? ??? ??????? ?? ????????? ?????????? ????? ???? ??????.
 ?????? ???? ??????? ???????? ??? ???? ????? ?? ????? ??????? ????????? ???? ???????? ??????? ?? ??? ?????? ???? ????? ??? ???????? ????? ??????? ????? ???? ??????? ??????? ??? ?? ?? ????? ???????? ???? ?????? ?????? ??????? ??????? ?????????.
 ????? ??? ?????? ??: ???? ????? ?? ???? ????? ?? ??????? ???? ??? ??????? ???? ????? ?? ???? ???? ?????? ???? ????? ?????? ????? ???.
???? ???? ???? ????? ?? ?????? ??????? ???????? ?? ?????? ??????? ??????? ?? ???? ????? ??? ??? ?????? ??? ???? ??????? ?????????.
 ????? ????? ???? ??????? ????? ????? ??? ????? ??????? ????????? ??? ???? ??? ????? ?? ??? ????? ??????? ???????? ????? ???? ???? ?? ???? ????? ???????? ????? ????? ???? ????? ????? ??? ???? ???? ????? ????? ??? ????? ???? ??? ??????? ??????.
 
",0
2019,"??????? ?? ???????? ?? ??? ???????? ??????? ??? ????? ??????? ????? ??? ??????? ?????? ????? ???????? 2030. ?????? ??????? ???????? ???????? ??????? ??????? ???????? ?????????[1] ??? ????? ??? ????? ???????? ?? ?????? ??? ??? ?????? ??? ???? ?????? ?????? ??????? ?????? ?????? ???????? ????? ????? ???? ?????? ??????? ????? ??????? ??? ??????? ??????? ?????? ?? ??? ?????? ???????? ??????? ??????? ??? ????? ??????? ????? ?????? ?????? ????? ?? ??? ?????? ????????? ?? ??? 130 ????? ???? ????? ?????? ??????? ??????? ????????? ???? 2019?.[2]
 ?? 27 ?????? 2019 ??????? ????????? ????? ?????? ?? ???????? ?????? ?????? ???? ????? ?????? ??? ?????? ?????? ????? ??? ???? ????? ??? ??????? ????? ????? ??????? ?????? ??? ???????? ????????? ?? ??? ?????? ???? ????? ??????? ??? ?? ????? ??????? ???? ??????? ??????? ?? ????? ????? ???????? ?? ???? ?????? ??????? ?????? ?????.[3] ????? ????? ??? ????????? ????? ??? ???????? ???? ????? ???? ?????? ??????? ?????? ??????? ??? ??? ?????? 90 ???? ?? ????? ???????? ???????? ?? ???????? ?? ??????? ?????? ?????? 49 ???? ????? ?? ?????? ??? 80% ?? ????? ????? ???????? ?75% ?? ??????? ????????? ?? ?????? ????? ??? 2030.[4] ??? ?????? 2023 ????? ????? ??????? ?? ??? ???? ????????? ?? ???????? ??????????? (????? ??????? ????????? ????? ?????? ???????? ??? ???? ???? ???? ??????)? ???? ???????? ???? ???????? ????? ?????? ???????? ??? ??????? ?????? ??????? ????????? ???? ?? ???? ?? ????? ???????.[5]
 ??? ?????? 2023 ???? ????? ??????? ???????? ?? ??????? ",0
27 ?????,"???? ???? ?????? ????? ??? ??? ?????? ??????? ?? ??? ???? ??? ??? ?????? ????????.[6] ??? ????? 2023??? ??????? ??????? ???????? ???? ?????? ????? ???? ????? ??? ?? ??? ?? ???? ??????? ??????? ???? ?? ???? ??????.[7][8] ??? ????? ???????? ?? ????? 2023 ????? ????? ??????? ????? ??? ?????? ???????? ??? ???? ???? ?????? ?? ????? ?????? ???????? ?? ??????.[9]
 ????? ???????? ??? ????? ?????? ???? ??????? ?? ?????? ?????? ??? ???? ???? ?????? ???? ???????? ??????? ????????? ???? ??115 ????? ???? ??? ??? ????? ???????? ????????? ?????? ?? ??? 2030 ??????? 100 ????? ????? ????? ????? ??????? ??? ???? 2030 ??? ???? 5 ??? ???????? ??????? ?? ???? ???? ??? ????? ?????? ??????????? ????????? ??? 150 ????? ???? ?????? ??? ???? ??? ????? ????? ?????? ????? ??? ????? ???????? ”????“? ?????? ?????? ???????? ??? ??????? ????? ???? ?? ???????? ???????? ?????????? ?? ???? ????? ??????. ?????? ?? ???? ????? ????? ???????? ????? ????? 500 ??? ???? ??????.[10][11][12]
 ????? ??????? ???? ????? ???????? ?? ??????? ???????? ???? ???? ????? ??? ????? ?????? ????? ????? ??????? ?????? ???????? ???? ???? ?? ???????? ??????? ?????? ?????? ?????? ???????? ?????? ??????? ???????? ?????????? ????????? ????? ??????? ??????? ????? ???????? ????????? ?????? ??????? ?????????? ?? ??????? ????????? ????? ?? ????? ??????? ??????? ????????. ????? ???? ??????? ???????? ?????? ??? ????? ??????? ??? ???? ??????? ???? ??????? ??????? ?? ?????? ?????? ????????? ???? ???????? ???????[13][14] ??????? ??? ??? 10%? ????",0
88 ??????? ?????? ??????? ?????? ??????? ?????? ??? 100 ????? ????? ?????? ??????.,"?? ?? ??? ??? 1.6 ????? ????? ?? ??? 2030.[15] ????? ??? ????? ??????? ?????? ???? ?? ????? ?????? 6 ?????? 2023 ?? ???? ?? ??????? ????? ????????? ???? 2024 ?? ??????? ???? ????? ?????? ?????? ??????? ?? ???????? ?????? ??? 289 ????? ???? ??????? ??? ????? ?????? ?????? 88 ????? ????? ??????? ?? ??????? ?? ?????? ???????. ??? ???? ??????? ??? ??? ???????? ??????? ??? 150 ????? ???? ??????? ???????? ????? ??? 2030.[16]
 ???? ???? ??????? ??????? ?? ???? ?????? ?????? ???????? ????? ?????? 7.2% ??? 2011?[17] ??????? ???? ????? ????????? ??? 26% ?? ????? ???????? ?? ?????? ???????? ?????? ?????? 670 ??? ????? ??????? ??? ???? ??? ??????? ??? ????? 9.1% ?? ?????? ????? ??????? ???????? ??????? ?????. ?????? ??????? ????? ??????? ???????? ??? ??? ??????? ??????? ???????? ?? ??? ??????? ???????? ??? ????? ????? ?????? ?? ???? 32%. ??? ??? ????? ??? ?? ??????? ????????? ??????? ?? ???????? ???? 76 ????? ????? ?? ??????? ?? ??? 2013? ???? ???? ?????? ??????? 48 ????? ???? ???? ?????? ???????? 28 ?????.[18] ?? ??? 2008 ????? ????? ????? ??????? ?????? ???????? ???????? ?? ?????? ????? ???? (??????) ????? ???? ??????[19] ????? ???? ??? ???? ?? ???????? ???? ??? ????? ????? ?????? ???????. ?? ??? 2010 ????? ??????? ??? ????????[20] ??? ??? 2014 ????? ??? ????????? ??? ??? ????????[21][22] ??? ??? ????? ?????? ??????? ?? ????? ???? ??? 2015 ????? ??? ????? ?????? ????????[23] ????? ???? ??????? ??? 2018?.[24] ???? ??????? ??? ????? ?????? ???????? ??????? ??? ?????? ??????? ??????? ????",100
156%,"??? ???? ????? ??????? ???????? ???? 2014.[25]
 ?????? ?????? ????? ??????? ???????? ???????? ?????? ?? ??? ????? 2024? ???? ???????? ??????? ????? 156% ?? ????? ?????? ???????? ???? ????? 2023 ??????? ?????? 2019.[26] ??? ?????? 2024 ??? ???? ??????? ??????? ???? ??????? ?? ???????? ???? ???? 2023 ?????? 100 ????? ???? ???? ??? ?????? ?? ????? 2030? ????? ??? ?? ??????? ??????? 77 ????? ???? ?? ?????? ?27 ??????? ?? ?????? ?????? 100 ????? ???? (27 ????? ?????).[27] ??? ???? 2024 ?????? ???????? ????? 13 ????? ????? ?? ????????? ?????? ????? ?? ????? ??????? ??? ???? ??????? ??? ????? ????? ??????? ???????? ?????? ????? ???? ??? ????? ?????.[28][29] ??? 30 ???? 2024 ???? ?????? ????? ??????? ??????? ?? ??????? ???? ????? ??????? ?? ?????? ?? ??????? ?? ????? ?????? ???????? ????? ?? ?????? ???? ????? 2023? ??? ??? ??? 135 ????? ???? ????? ??? ????? 42.8% ?????? ???? 2022?.[30][31][32][33]
 ???? ???????? ?????? ??????? ????????? ????? ?? ??????? ??????? ???????????.[34] ????? ??????? ?????? ???? ????? ?????? ?? ??????? ???????? ??????? ?? ?????? ????????? ???????? ???????? ?????????? ???????. ????? ??????? ???????? ??? ??? ????? ??? ????? ?? ????????? ??????? ??????? ????? ??? ?????? ?????? ???? ???? ?? ????? ?????? ??????? ????? ????????? ???? ???? ??? ????? ?????? ??? ???????? ???? ????? ?? ???? ??????? ??????? ???????? ?? ??????? ??????? ??????? ????????? ????? ????? ?????? ?? ???? ?????? ??????? ????????? ?????? ???????? ?????? ????????? ??????? ???? ????? ??????? ???????",0
